,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,note
Tugu Op.Tuan Sirimbang Simbolon/ Simbolon Sirimbang,https://www.google.com/maps/place/Tugu+Op.Tuan+Sirimbang+Simbolon%2F+Simbolon+Sirimbang/data=!4m7!3m6!1s0x3031c515078d803b:0x6e4e4fbe02527cc1!8m2!3d2.6113468!4d98.7020037!16s%2Fg%2F11pv3330xp!19sChIJO4CNBxXFMTARwXxSAr5PTm4?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipO_Fz1p6OhhLAkgqugB9bX6cJBHVk1bdZ7VGB_Z=w80-h142-k-no,4.4,5," Lumban Hariara, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara",Buka 08.00 - 17.00,2.6113468,98.7020037,Religi,"Edukasi, Pemandangan","Tugu Op. Tuan Sirimbang Simbolon, atau dikenal juga sebagai Tugu Simbolon Sirimbang, adalah monumen bersejarah yang terletak di Desa Lumban Hariara, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara. Tugu ini didirikan untuk menghormati Tuan Sirimbang, salah satu tokoh leluhur penting dalam silsilah marga Simbolon.",
PARTUNGKOAN SALAON DOLOK,https://www.google.com/maps/place/PARTUNGKOAN+SALAON+DOLOK/data=!4m7!3m6!1s0x3031c340cefd8653:0x54949ef2962582dc!8m2!3d2.6566865!4d98.8154655!16s%2Fg%2F11qyg75r5j!19sChIJU4b9zkDDMTAR3IIllvKelFQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipObREjpCgS3FQxFHktVo46DfHQJa3M31rl0Aveu=w80-h106-k-no,5,1,"Desa Salaon Dolok, Kecamatan Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.6566865,98.8154655,Alam,"Edukasi, Trekking, Pemandangan","Partungkoan Salaon Dolok adalah sebuah lokasi bersejarah di Desa Salaon Dolok, Kecamatan Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara. Tempat ini dikenal sebagai Huta Partukkoan, yang dalam budaya Batak berfungsi sebagai pusat pertemuan adat dan musyawarah para tokoh masyarakat pada masa lalu. Istilah ""Partungkoan"" sendiri merujuk pada tempat berkumpul atau bermusyawarah dalam tradisi Batak.",
Huta Parharean,https://www.google.com/maps/place/Huta+Parharean/data=!4m7!3m6!1s0x3031c5ccb241d9bd:0x5ef29771514dae73!8m2!3d2.613293!4d98.715642!16s%2Fg%2F11swdqpdb3!19sChIJvdlBsszFMTARc65NUXGX8l4?authuser=0&hl=en&rclk=1,,5,3,"Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara",,2.613293,98.715642,,"Edukasi, Fotografi, Pemandangan","Huta Parharean berada di wilayah Kabupaten Samosir, dengan ketinggian sekitar 1.072 meter di atas permukaan laut. Lokasinya berdekatan dengan Lumban Sigiro dan Simandege, menjadikannya bagian dari lanskap perbukitan yang indah di sekitar Danau Toba. Salah satu situs penting di Huta Parharean adalah Tugu Op. Raja Bakkudu Simbolon Sirimbang, sebuah monumen yang didirikan untuk menghormati leluhur marga Simbolon Sirimbang. Tugu ini menjadi simbol penghormatan terhadap sejarah dan warisan budaya marga tersebut .",tidak jelas tempat
Mangoloi's Village,https://www.google.com/maps/place/Mangoloi%27s+Village/data=!4m7!3m6!1s0x3031e98dc1aea0c7:0xb291f9ca9baaddf4!8m2!3d2.6406163!4d98.8579368!16s%2Fg%2F11l2ktmngm!19sChIJx6CuwY3pMTAR9N2qm8r5kbI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMRHNmCyElT7LmiN3i3QwKvDULsQqJnHybDRiJY=w122-h92-k-no,3.7,3,Lumban Sidabukke,,2.6406163,98.8579368,,,,bukan kategori
Samosir,https://www.google.com/maps/place/Samosir/data=!4m7!3m6!1s0x3031e8022c23c201:0x9e185a1f1c3da745!8m2!3d2.6273112!4d98.7922018!16zL20vMDJqZHl0!19sChIJAcIjLALoMTARRac9HB9aGJ4?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMN0QX6Gw1gmuFnihvXyWU_GUf6PURnWAzENMvf=w138-h92-k-no,4.6,601,,Open 08.00-17.00,2.6273112,98.7922018,,,"Pulau Samosir adalah sebuah pulau vulkanik yang terletak di tengah Danau Toba, Sumatera Utara, Indonesia. Dengan luas sekitar 630 km², pulau ini merupakan salah satu pulau terbesar di dunia yang berada di dalam danau, dan menjadi pusat budaya Batak Toba yang kaya akan sejarah dan tradisi .",tidak relevan
Rumah Bolon Sipulih,https://www.google.com/maps/place/Rumah+Bolon+Sipulih/data=!4m7!3m6!1s0x3031dd20af52ce69:0x79f409ab3b0cce5b!8m2!3d2.5213772!4d98.8180716!16s%2Fg%2F11n68ny6cd!19sChIJac5SryDdMTARW84MO6sJ9Hk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPMt_BIr-u0Nu03AsTNMrVCLPgrdCgS9ioggVA=w80-h106-k-no,4.5,8,"GRC9+H64, Jl. Dolok Nagok",,2.5213772,98.8180716,Budaya,,,bukan kategori
Harbangan Kawasan Hutan Wisata SILAURAJA,https://www.google.com/maps/place/Harbangan+Kawasan+Hutan+Wisata+SILAURAJA/data=!4m7!3m6!1s0x3031c30030cd75b9:0x6c94f96de0cc7a41!8m2!3d2.653968!4d98.8283445!16s%2Fg%2F11lw6jql3t!19sChIJuXXNMADDMTARQXrM4G35lGw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPD0pWjV7I2jkN9LwA80CfL9nBZkvjigPy3VH86=w92-h92-k-no,,,"Pea Sioma, Kabupaten Samosir, Sumatera Utara",Buka 07.00 - 17.00 ,2.653968,98.8283445,Religi,,"Kawasan Hutan Wisata Silauraja adalah kawasan hutan seluas 327 hektar yang terletak di Desa Garoga, Kecamatan Simanindo, Kabupaten Samosir, Sumatera Utara. Kawasan ini diresmikan sebagai hutan wisata oleh Kementerian Kehutanan dan dikelola oleh Punguan Silauraja Indonesia, sebuah organisasi yang menaungi keturunan Ompu Silauraja dari marga Malau, Manik, Ambarita, dan Gurning .",bukan kategori
Rest Area Tele,https://www.google.com/maps/place/Rest+Area+Tele/data=!4m7!3m6!1s0x3031d06068065235:0x3d3b7a2239247b6f!8m2!3d2.5518488!4d98.6394003!16s%2Fg%2F11hd4syzcy!19sChIJNVIGaGDQMTARb3skOSJ6Oz0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMqBXulpVBOZBUSolO_pbnSPe-IN37hfdbDxZdS=w163-h92-k-no,4.5,29,"kawasan Menara Pandang Tele di Kabupaten Samosir, Sumatera Utara",Buka 06.00 - 24.00 ,2.5518488,98.6394003,Alam,"Pemandangan, Santai, Fotografi","Rest Area Tele merupakan fasilitas pendukung yang terletak di kawasan Menara Pandang Tele, Kecamatan Harian, Kabupaten Samosir, Sumatera Utara. Tempat ini menjadi titik istirahat strategis bagi wisatawan yang ingin menikmati panorama Danau Toba dari ketinggian.",
Danau Pearung,https://www.google.com/maps/place/Danau+Pearung/data=!4m7!3m6!1s0x3031c6b27339a793:0x77192c7c4826d11e!8m2!3d2.677293!4d98.7440403!16s%2Fg%2F11c4bgsms5!19sChIJk6c5c7LGMTARHtEmSHwsGXc?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNZRr1PuZrT6aMsVbGk6NZ-KNCVlPAVMlrPCLg=w122-h92-k-no,4.3,3,,,2.677293,98.7440403,,,,tidak jelas tempat
Pusat Informasi Toba Caldera UNESCO Global Geopark,https://www.google.com/maps/place/Pusat+Informasi+Toba+Caldera+UNESCO+Global+Geopark/data=!4m7!3m6!1s0x3031cfdea4baf011:0x2a8f49421531e68c!8m2!3d2.5935594!4d98.6335576!16s%2Fg%2F11bxfksxzj!19sChIJEfC6pN7PMTARjOYxFUJJjyo?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNuv9vjCOwhPZJH8IifBBr0Yiumf3baJHXVaKAl=w122-h92-k-no,4.6,553,"kawasan Pusuk Buhit, Pulau Samosir",Buka 08.00 - 17.00,2.5935594,98.6335576,Alam,Edukasi,"Pusat Informasi Toba Caldera UNESCO Global Geopark adalah fasilitas edukatif yang terletak di Desa Sigulatti, Kecamatan Sianjur Mulamula, Kabupaten Samosir, Sumatera Utara. Lokasinya berada di lereng Gunung Pusuk Buhit, yang dipercaya sebagai tempat asal mula suku Batak. Untuk mencapai lokasi ini, pengunjung dapat menyeberangi Danau Toba dari Parapat ke Tomok, kemudian melanjutkan perjalanan darat sekitar 3 jam menuju Sigulatti .",
Harfi Maninjau,https://www.google.com/maps/place/Harfi+Maninjau/data=!4m7!3m6!1s0x3031c5e77fc01d59:0x52bbf250afce71f8!8m2!3d2.6000081!4d98.7389572!16s%2Fg%2F11srrrggkn!19sChIJWR3Af-fFMTAR-HHOr1Dyu1I?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOZENt7w5sHRLP7gqxnVU4udQLOSFUW07AzQS3F=w163-h92-k-no,5,2,JP2Q+2H4,,2.6000081,98.7389572,Budaya,,,bukan kategpri
Panatapan Pak Arris,https://www.google.com/maps/place/Panatapan+Pak+Arris/data=!4m7!3m6!1s0x3031c52d5ce5cc6b:0xc8fe1097829db3c0!8m2!3d2.6156523!4d98.7066375!16s%2Fg%2F11thkm2y42!19sChIJa8zlXC3FMTARwLOdgpcQ_sg?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPbLysJZDsffHyBAOr-F_6sbKIB0_E8jUi9KJxO=w163-h92-k-no,5,1,"Kabupaten Samosir, Sumatera Utara",Open,2.6156523,98.7066375,,"Fotografi, Pemandangan, Santai","Panatapan Pak Arris adalah salah satu titik pandang (viewpoint) yang menawarkan panorama indah Danau Toba dari ketinggian di Kabupaten Samosir, Sumatera Utara. Meskipun informasi spesifik mengenai lokasi dan fasilitasnya terbatas, kawasan ini dikenal sebagai tempat yang cocok untuk menikmati keindahan alam dan bersantai.",tidak relevan
Sumur Tua,https://www.google.com/maps/place/Sumur+Tua/data=!4m7!3m6!1s0x3031e9c80f2bb3cb:0x3d3505b08612fef0!8m2!3d2.6477979!4d98.8624012!16s%2Fg%2F11hzstpg99!19sChIJy7MrD8jpMTAR8P4ShrAFNT0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipM0cPQXSgoFN0ci2U_7DYCSg9pNziOoAq7dR5tp=w122-h92-k-no,3.7,3,JVX6+4X6,,2.6477979,98.8624012,Religi,,,beda kategori
Pantai Danau Toba Marom,https://www.google.com/maps/place/Pantai+Danau+Toba+Marom/data=!4m7!3m6!1s0x302e0340aac9a0d7:0xbb49a68f8179d378!8m2!3d2.4059951!4d99.0837347!16s%2Fg%2F11s5m4gvd1!19sChIJ16DJqkADLjAReNN5gY-mSbs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_o2cWq-Uc175CjTBt409ECnKookGxEiTsa-k72YbeCOx-PRF8d7yIbzM93YphJlESRFPWGBaoR2uxuD8S9BbJqKLgkCf6waOrfmShNpHIVcf-IGmeSOipLsyy6wqY4Ne_FrpNK=w122-h92-k-no,"3,7",3,"Marom, Toba, North Sumatra",Open 24 hours,2.4059951,99.0837347,Bahari,"Fotografi, Pemandangan, Santai, Berenang","Pantai Danau Toba Marom adalah sebuah destinasi wisata unik di tepi Danau Toba, yang menawarkan pengalaman pantai yang berbeda dari pantai laut. Tempat ini menyuguhkan tepian danau dengan pasir putih alami yang lembut dan air danau yang tenang dan menyegarkan.",
Bukit Pahoda,https://www.google.com/maps/place/Bukit+Pahoda/data=!4m7!3m6!1s0x302e049c02d6f0f9:0x51ad0eefbe2ba85d!8m2!3d2.349122!4d99.0403375!16s%2Fg%2F11c617g39v!19sChIJ-fDWApwELjARXagrvu8OrVE?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-e-HKYfbsFhr6QcykT7RNWfuXWJtDl1TylsDPlhajm5Q737YrSXFCK3zlvCRZO9p2Yw3sxoHh3Qsx2ymChlvXKoKYkUrCJrsqTU1GUDcN7qGsV65J2nW8mOgS-8bl_W7vEU2Ar=w122-h92-k-no,"4,5",95,"Desa Lumban Silintong, Kecamatan Balige, Kabupaten Toba, Sumatera Utara",Open 08.00-17.00,2.349122,99.0403375,Alam,"Trekking, Hiking, Santai, Piknik,  Fotografi, Pemandangan","Bukit Pahoda adalah destinasi wisata alam yang terletak di Desa Lumban Silintong, Kecamatan Balige, Kabupaten Toba, Sumatera Utara. Bukit ini menawarkan panorama spektakuler Danau Toba dari ketinggian sekitar 500 meter di atas permukaan danau, menjadikannya salah satu spot terbaik untuk menikmati keindahan alam kawasan tersebut.",
Istana Kaldera Unesco Geopark Danau Toba,https://www.google.com/maps/place/Istana+Kaldera+Unesco+Geopark+Danau+Toba/data=!4m7!3m6!1s0x302e05edcc28f397:0x5262a7c9443ecde9!8m2!3d2.3447627!4d99.019194!16s%2Fg%2F11rgd552z1!19sChIJl_MozO0FLjAR6c0-RMmnYlI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-XnWs_YWIW9WEcXh3rcRwDCRlT9lLrHv7SJw6OdeftIibMq2zTTKi9zqj24uTPadtPqqBGJCoJ7OxuDO0X6BSXJsrt0UmwJOdF-4_kGfUx93fiWC8zhOd9gjT0IXkBroqUjNHFZg=w122-h92-k-no,"4,7",37,"Tara Bunga, Tampahan, Toba, North Sumatra 22312",Open 24 hours,2.3447627,99.019194,Alam,"Edukasi, Pemandangan","Istana Kaldera UNESCO Global Geopark Danau Toba adalah sebuah gerbang informasi dan penanda megah menyambut wisatawan di kawasan Kaldera Toba UNESCO Global Geopark. Monumen batu ini menampilkan peta 16 geosite dan informasi penting tentang warisan geologis yang diakui dunia. Dengan latar belakang pemandangan Danau Toba yang luas dan perbukitan hijau yang menakjubkan, tempat ini menjadi awal perjalanan untuk menjelajahi keindahan alam dan keunikan geologi kawasan kaldera supervolcano terbesar di dunia. ",
Wisata Rumah Pohon,https://www.google.com/maps/place/Wisata+Rumah+Pohon/data=!4m7!3m6!1s0x302e0550bf8a7ceb:0x70810a42ef94b07f!8m2!3d2.3514354!4d99.0253061!16s%2Fg%2F11rgfqg874!19sChIJ63yKv1AFLjARf7CU70IKgXA?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-r2xslTIN1dJkMzm0RJoVsxVAbh-KV1EU9GBgfMmGt3y-0DFXXSFQ-59pNibse-CFOT6widmexk0fTjtoJe9PGpRbWCQe6ypfNHY3wpA7xwqB9EgcIem9n9th_Kx0wOZRvvurg9Q=w204-h92-k-no,"4,5",166,"Jl. Raya TaraBunga, Tara Bunga, Kec. Tampahan, Toba, Sumatera Utara 22312",Open 24 hours,2.3514354,99.0253061,Alam,"Fotografi, Pemandangan, Santai, Camping",Wisata Rumah Pohon Tampahan adalah sebuah destinasi wisata yang menawarkan pengalaman unik menikmati keindahan Danau Toba dari ketinggian di antara pepohonan. Terletak di kawasan desa Tara Bunga Kecamatan Tampahan.,
Sipinsur Park Geosite and Pine Forest,https://www.google.com/maps/place/Sipinsur+Park+Geosite+and+Pine+Forest/data=!4m7!3m6!1s0x302e191e11932b13:0x47ffc29f2eb0d3e1!8m2!3d2.3291448!4d98.8813939!16s%2Fg%2F11b6dfg91y!19sChIJEyuTER4ZLjAR4dOwLp_C_0c?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8pm7KGyzYYSicLHtE9yTDV1JWhnrKZsSvLC383WjkLPxemAHqwu_AiT7FrDVqwNEud6-rn981cG62OGe4n1_-17yGa-FT-PfL6dQnfNgj5M1eFpRDMDbCDYLKF-qgosocVNqRe9w=w163-h92-k-no,"4,6",962,"Parulohan, Paranginan, Humbang Hasundutan Regency, North Sumatra 22476",Open 07.00 - 23.00,2.3291448,98.8813939,Alam,"Fotografi, Pemandangan, Santai,  Camping ","Sipinsur Park adalah sebuah geosite yang menawan dalam kawasan Kaldera Toba UNESCO Global Geopark, yang terkenal dengan pemandangan Danau Toba yang sangat indah dari ketinggian. Selain panorama danau yang luas dan memukau, Sipinsur juga dikelilingi oleh hutan pinus yang rimbun dan sejuk, menciptakan suasana yang tenang dan menyegarkan.",
Air Terjun Janji,https://www.google.com/maps/place/Air+Terjun+Janji/data=!4m7!3m6!1s0x302e221610e7ad55:0x35989309af20d587!8m2!3d2.339422!4d98.8157783!16s%2Fg%2F11btmsc5x_!19sChIJVa3nEBYiLjARh9UgrwmTmDU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_jeBwZIKMco6-B0BUkWmDdE7RIOO_-tbWYZdsJXwoHLj6bqUfjPEmt1o0K5FvhtZzYcYtuvy3cYon7vncyflbfVtK2ALrRSRPXTDN7wQP0R0SUy-mj7w7XIUDf_TIkif0YGSyCRA=w138-h92-k-no,"4,6","1,233","Tipang, Bakti Raja, Humbang Hasundutan Regency, North Sumatra 22457",Open 07.00 - 17.00,2.339422,98.8157783,Alam,"Fotografi, Pemandangan, Santai","Air Terjun Janji adalah sebuah air terjun yang unik dan menarik di Sumatera Utara. Keunikan utamanya terletak pada sumber airnya yang berasal langsung dari Danau Linting, sebuah danau kawah yang terkenal dengan airnya yang berwarna hijau toska dan kandungan belerangnya. Air dari Danau Linting mengalir melalui sungai kecil dan kemudian terjun bebas membentuk Air Terjun Janji.",
AIR TERJUN BIDADARI JONGGI NIHUTA,https://www.google.com/maps/place/AIR+TERJUN+BIDADARI+JONGGI+NIHUTA/data=!4m7!3m6!1s0x3031e523f6541bfb:0xc395e8811414e187!8m2!3d2.5532428!4d98.9961629!16s%2Fg%2F11dzvwc4ts!19sChIJ-xtU9iPlMTARh-EUFIHolcM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8DMAb54Fn4vG7RkxfLdtYboIRp_FlWOxAB4lzn98Ju_Vam3W3o3mez2gDUZFFeuBHOto_SKjngFghb28x0-MPIMxM_v-amU1vmr49odh_nzXTVz0NY5d08Rv-PMZMoW74mpB3O=w80-h142-k-no,"3,9",10,"Jonggi Nihuta, Lumban Julu, Toba, North Sumatra 22386",Open 24 hours,2.5532428,98.9961629,Alam,"Fotografi, Pemandangan, Santai, Trekking","Air Terjun Bidadari Jonggi Nihuta adalah sebuah air terjun yang menawan yang terletak di kawasan Samosir. Nama ""Bidadari"" yang disematkan padanya kemungkinan merujuk pada keindahan dan pesona air terjun ini yang seolah-olah turun dari kahyangan. Air terjun ini memiliki aliran air yang jernih dan segar yang jatuh dari ketinggian tertentu, menciptakan pemandangan yang indah dan suara gemericik air yang menenangkan. ",
Swiss Van Toba,https://www.google.com/maps/place/Swiss+Van+Toba/data=!4m7!3m6!1s0x3031e90055ec090f:0xa39a3a6ac2da3697!8m2!3d2.608648!4d98.91964!16s%2Fg%2F11vss3wc_2!19sChIJDwnsVQDpMTARlzbawmo6mqM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-YK6xR9Z7KK_pszIumfRhq-oAP8iD5GSsS2eo2lAj7rKjDq8IFO1yEkIrv6m3n6T-XrHTz-25sfxgs6LmpB9GOEVvZPrLQ9OyC6JA3wDvEJVgSzCA2Ntzl-njL__Lh9L-MER7ntQ=w80-h106-k-no,5,3,"Desa Silalahi, Kecamatan Silahisabungan, Kabupaten Dairi, Sumatera Utara",Open 08.00-17.00,2.608648,98.91964,Alam,"Fotografi, Pemandangan, Santai, Berenang, Memancing, Perahu, Camping","Swiss Van Toba menyajikan pemandangan alam yang dramatis dan memukau, dengan lembah curam yang dialiri sungai berbatu dan pegunungan tinggi yang diselimuti kabut. Keindahan vegetasi hijau yang subur berpadu dengan sungai yang jernih dan bebatuan terang. Suasana yang tenang dan damai dengan skala pegunungan yang megah menciptakan pengalaman alam yang luar biasa dan menenangkan jiwa. Tempat ini adalah surga bagi pecinta alam yang mencari keindahan yang alami dan dramatis.",
TUNGKIR JAYA CAMP,https://www.google.com/maps/place/TUNGKIR+JAYA+CAMP/data=!4m7!3m6!1s0x3031b3248dae1e25:0x45fe0851ff20b69d!8m2!3d2.832969!4d98.526843!16s%2Fg%2F11n0tr_lvx!19sChIJJR6ujSSzMTARnbYg_1EI_kU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-uxPudJpE6xKvW9ZWf6gLkRLudAf-OKCMsc47CK_PnaxBinok09xBANVzWZi4hY6rq-fIpgunnTt-CdneVWTUJQ3BZEXVHjtwS5YnkVBF85sSI83EMz9iK4hLD2ZLDiAT9sqM=w122-h92-k-no,5,1,"Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.832969,98.526843,Alam,"Fotografi, Pemandangan, Santai, Camping","Tungkup Jaya Camp adalah sebuah area perkemahan yang berlokasi istimewa persis di tepi perairan tenang Danau Toba. Tempat ini menawarkan pengalaman berkemah yang unik dengan akses langsung ke keindahan danau, memungkinkan para pengunjung untuk menikmati pemandangan spektakuler danau yang luas dengan latar belakang megah pegunungan yang menjulang. ",
PANTAI LATERSIA SIMEHULI,https://www.google.com/maps/place/PANTAI+LATERSIA+SIMEHULI/data=!4m7!3m6!1s0x3031b367b54295dd:0xe413e202fdc1f4a3!8m2!3d2.8302917!4d98.52616!16s%2Fg%2F11hzxymjb2!19sChIJ3ZVCtWezMTARo_TB_QLiE-Q?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_T26sUVXeJTNLIizeyMq45nXRgd_MdYEevorWFm5Z1emhBSz5teCTPLKiAEKtAi2A0_j9ZeN88hsTF_Ni2IyD758VwezRHmNp6qYSlBDy8aMqjgQbaVYgdstOVbPyMW4C2dAOp=w80-h106-k-no,5,6,"kawasan Silalahi, Kecamatan Silahisabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.8302917,98.52616,Alam,"Fotografi, Pemandangan,  Santai",Pantai Latersia Simehuli adalah destinasi wisata yang terletak di Kabupaten Dairi. Pantai ini menawarkan keindahan alam yang menawan dan menjadi tempat yang tepat untuk menikmati liburan tak terlupakan di kawasan Danau Toba.,
Simarjarunjung Hound Sky,https://www.google.com/maps/place/Simarjarunjung+Hound+Sky/data=!4m7!3m6!1s0x3031be99603a0fdd:0xab6ab6a6249238fb!8m2!3d2.8178556!4d98.7755841!16s%2Fg%2F11f3n93mhz!19sChIJ3Q86YJm-MTAR-ziSJKa2aqs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Abe2pwFGIbhZ94IEpKAd_NpyD4XLEMjdTWGI69rRGKwlN2pYh_Rc9OQpYmNUla7xHshHFNFAm2yYPn_iq8a_51QCrsfCKEkCWiwvWLxJ_9zKpalO8zEG-6ZnWH4NYFeAY4bp6Yg=w122-h92-k-no,"4,3",305,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8178556,98.7755841,ALam,"Fotografi, Pemandangan, Santai, Camping, Trekking","Simarjarunjung Hound Sky tempat adalah sebuah destinasi wisata yang berlokasi strategis di kawasan Simarjarunjung, Sumatera Utara, yang terkenal dengan pemandangan spektakuler Danau Toba dari ketinggian. ",
Taman Eden 100 Toba,"https://www.google.com/maps/place/Taman+Eden+100+Toba/@2.5905027,99.0389144,19z/data=!4m15!1m8!3m7!1s0x3031f07396d119b9:0x5a46f0ab2efec853!2sTaman+Eden+100+Toba!8m2!3d2.5910985!4d99.0388878!10e5!16s%2Fg%2F11c0pzjfq0!3m5!1s0x3031f07396d119b9:0x5a46f0ab2efec853!8m2!3d2.5910985!4d99.0388878!16s%2Fg%2F11c0pzjfq0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npidi5_fx6yBXdRccQ6dspw11eoyguPp9mil5vHuDwZ1Ds8QfsHZpWBSADfs-gz6pwHib-FOEcwd3GzkDwhdLHwQtferwuw4OG8yYxssjDjeihdlR1PUxTv49GmVO3iOO1wOLA=w161-h92-k-no,"4,5",440,"Desa Sionggang Utara, Kecamatan Lumban Julu, Kabupaten Toba, Sumatera Utara",Open 08.00 - 18.00,2.5905027,99.0389144,Alam,"Fotografi, Trekking, Camping, Pemandangan, Edukasi","Taman Eden 100 adalah kawasan wisata alam yang luasnya sekitar 40-50 hektar, terletak di dataran tinggi dengan ketinggian 1760-2150 meter di atas permukaan laut, menawarkan udara yang sejuk dan pemandangan alam yang asri. Tempat ini memiliki konsep wisata edukasi alam, di mana pengunjung dapat belajar mengenai berbagai jenis tanaman, terutama tanaman endemik khas Toba.",
Bukit Sipatungan,https://www.google.com/maps/place/Bukit+Sipatungan/data=!4m7!3m6!1s0x302e21201f44638f:0xe0c32d0ac534e640!8m2!3d2.4274324!4d98.7932558!16s%2Fg%2F11mvtd7wv2!19sChIJj2NEHyAhLjARQOY0xQotw-A?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowXxnsS1y63_c5WmMfoGxBFqRVJv6DK3oH4oWEhlVvlu33znWLAWXiP2Xi-t5vTnEhQKoCvNYAmvQKSHr3RRToq9O-t0vUggzIWyejkT5Xhw5K7PTF10jcjaHSKzMbau2e1NHy=w122-h92-k-no,4.5,27,"Sabulan, Sitio-Tio, Samosir Regency, North Sumatra",Open 24 hours,2.4274324,98.7932558,Alam,"Pemandangan, Fotografi, Trekking, Santai, Piknik, Pemandangan","Bukit Sipatungan adalah sebuah titik ketinggian yang menawarkan pemandangan Danau Toba yang memukau dari sisi yang berbeda. Dari puncak bukit, pengunjung dapat menikmati panorama danau yang luas dengan latar belakang perbukitan yang hijau. Tempat ini menjadi spot favorit untuk fotografi lanskap, terutama saat matahari terbit dan terbenam yang memancarkan warna-warna indah di langit dan danau.",
Pantai Pasir Putih Parparean,https://www.google.com/maps/place/Pantai+Pasir+Putih+Parparean/data=!4m7!3m6!1s0x3031ffd451ee5d77:0x4329e9a7d027afb0!8m2!3d2.4318413!4d99.149081,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKynjqXGSw3G8NV4UfqCwV6Et9VAVNKS6ppRybBTxOTKOrdXYdCV1bxDpLLWVKT5bwmZ1BzL4bzCgK4p1-KA5xYzr-Hu4lBahUz6qVFWfdRqwl1EUk6Drpum2N000XphwtiD_x=w122-h92-k-no,4.2,1301,"Parparean II, Porsea, Toba, North Sumatra 22384",Open 08.00-19.00,2.4318413,99.149081,Bahari,"Berenang, Santai, Fotografi, Piknik, Memancing, Pemandangan"," Pantai Pasir Putih Parparean adalah destinasi tepi Danau Toba yang menawarkan hamparan pasir putih yang lembut, berbeda dengan kebanyakan pantai di sekitar danau yang cenderung berkerikil. Tempat ini menjadi favorit bagi keluarga untuk berlibur dan bersantai karena airnya yang tenang dan dangkal di beberapa area, ideal untuk berenang dan bermain air. ",
